feature,importance
koi_prad,0.2194505654514305
koi_depth,0.15152738577766223
koi_period,0.1418332583213949
koi_duration,0.10493986062518917
koi_insol,0.09569328149208624
koi_teq,0.07988349338580723
koi_steff,0.0762035919368655
koi_srad,0.0652761667107272
koi_slogg,0.06519239629883686
