kepoi_name,status
K03588.01,FALSE_POSITIVE
K03589.01,FALSE_POSITIVE
K03590.01,FALSE_POSITIVE
K03591.01,FALSE_POSITIVE
K01873.02,CONFIRMED
K07778.01,FALSE_POSITIVE
K03592.01,FALSE_POSITIVE
K01613.02,CANDIDATE
K03365.01,CONFIRMED
K03366.01,FALSE_POSITIVE
K03367.01,CANDIDATE
K03368.01,CANDIDATE
K03369.01,FALSE_POSITIVE
K03434.01,CANDIDATE
K03435.01,FALSE_POSITIVE
K03436.01,CONFIRMED
K07746.01,CANDIDATE
K03437.01,CONFIRMED
K03437.02,CANDIDATE
K03506.01,FALSE_POSITIVE
K03510.01,FALSE_POSITIVE
K01803.02,FALSE_POSITIVE
K07764.01,CANDIDATE
K03511.01,FALSE_POSITIVE
K03512.01,FALSE_POSITIVE
K03513.01,FALSE_POSITIVE
K03593.01,FALSE_POSITIVE
K03594.01,FALSE_POSITIVE
K07779.01,FALSE_POSITIVE
K03595.01,FALSE_POSITIVE
K03596.01,FALSE_POSITIVE
K03597.01,FALSE_POSITIVE
K03370.01,CANDIDATE
K03370.02,CONFIRMED
K07735.01,CANDIDATE
K03371.01,CANDIDATE
K03372.01,CONFIRMED
K03373.01,FALSE_POSITIVE
K03438.01,CONFIRMED
K01731.02,FALSE_POSITIVE
K07747.01,FALSE_POSITIVE
K03439.01,CONFIRMED
K03440.01,CONFIRMED
K03441.01,FALSE_POSITIVE
K03514.01,FALSE_POSITIVE
K03515.01,FALSE_POSITIVE
K07766.01,FALSE_POSITIVE
K03516.01,FALSE_POSITIVE
K03517.01,FALSE_POSITIVE
K03518.01,FALSE_POSITIVE
K03520.01,FALSE_POSITIVE
K03598.01,FALSE_POSITIVE
K03599.01,FALSE_POSITIVE
K03600.01,FALSE_POSITIVE
K03601.01,FALSE_POSITIVE
K01875.02,CONFIRMED
K03602.01,FALSE_POSITIVE
K01627.03,CANDIDATE
K07736.01,FALSE_POSITIVE
K03374.01,CONFIRMED
K03374.02,CANDIDATE
K03375.01,CONFIRMED
K03376.02,FALSE_POSITIVE
K03377.01,CANDIDATE
K03443.01,CONFIRMED
K07748.01,FALSE_POSITIVE
K03444.01,CANDIDATE
K03444.02,CANDIDATE
K03444.03,CANDIDATE
K03445.01,CONFIRMED
K03521.01,FALSE_POSITIVE
K07768.01,FALSE_POSITIVE
K01806.02,CONFIRMED
K03522.01,FALSE_POSITIVE
K03523.01,FALSE_POSITIVE
K03524.01,FALSE_POSITIVE
K03525.01,FALSE_POSITIVE
K03603.01,FALSE_POSITIVE
K07780.01,CANDIDATE
K03604.01,FALSE_POSITIVE
K03605.01,FALSE_POSITIVE
K03606.01,FALSE_POSITIVE
K03607.01,FALSE_POSITIVE
K03608.01,FALSE_POSITIVE
K03379.01,CONFIRMED
K03380.01,FALSE_POSITIVE
K03382.01,FALSE_POSITIVE
K03383.01,CONFIRMED
K03384.01,CANDIDATE
K07749.01,CANDIDATE
K03446.01,FALSE_POSITIVE
K03448.01,CANDIDATE
K01747.02,FALSE_POSITIVE
K03449.01,FALSE_POSITIVE
K03450.01,FALSE_POSITIVE
K03451.01,CANDIDATE
K03526.01,FALSE_POSITIVE
K03527.01,FALSE_POSITIVE
K03528.01,FALSE_POSITIVE
K03529.01,FALSE_POSITIVE
K03530.01,FALSE_POSITIVE
K07781.01,FALSE_POSITIVE
K03531.01,FALSE_POSITIVE
K03609.01,FALSE_POSITIVE
K03610.01,FALSE_POSITIVE
K03610.02,FALSE_POSITIVE
K01899.02,CANDIDATE
K03611.01,FALSE_POSITIVE
K07737.01,FALSE_POSITIVE
K03612.01,FALSE_POSITIVE
K01628.02,CONFIRMED
K03384.02,CONFIRMED
K03385.01,FALSE_POSITIVE
K03386.01,FALSE_POSITIVE
K07750.01,CANDIDATE
K03387.01,FALSE_POSITIVE
K03452.01,FALSE_POSITIVE
K03454.01,FALSE_POSITIVE
K03455.01,CANDIDATE
K03456.01,CONFIRMED
K07769.01,FALSE_POSITIVE
K03457.01,FALSE_POSITIVE
K00332.02,CANDIDATE
K01806.03,CONFIRMED
K03532.01,FALSE_POSITIVE
K03533.01,FALSE_POSITIVE
K07783.01,FALSE_POSITIVE
K03534.01,FALSE_POSITIVE
K03535.01,FALSE_POSITIVE
K03618.01,FALSE_POSITIVE
K03619.01,FALSE_POSITIVE
K03620.01,FALSE_POSITIVE
K01905.02,CONFIRMED
K03621.01,FALSE_POSITIVE
K03388.01,FALSE_POSITIVE
K03389.01,CANDIDATE
K03390.01,FALSE_POSITIVE
K07751.01,FALSE_POSITIVE
K03391.01,CANDIDATE
K03392.01,FALSE_POSITIVE
K03458.01,CONFIRMED
K03459.01,CONFIRMED
K01750.02,CANDIDATE
K07770.01,FALSE_POSITIVE
K03460.01,CANDIDATE
K03461.01,FALSE_POSITIVE
K03536.01,FALSE_POSITIVE
K03537.01,FALSE_POSITIVE
K03538.01,FALSE_POSITIVE
K07782.01,FALSE_POSITIVE
K03539.01,FALSE_POSITIVE
K03540.01,FALSE_POSITIVE
K03627.01,FALSE_POSITIVE
K03627.02,FALSE_POSITIVE
K03628.01,FALSE_POSITIVE
K03629.01,FALSE_POSITIVE
K00352.02,CONFIRMED
K03393.01,CONFIRMED
K01650.02,CONFIRMED
K03394.01,CANDIDATE
K03395.01,CANDIDATE
K07753.01,FALSE_POSITIVE
K03396.01,CANDIDATE
K03462.01,CANDIDATE
K03462.02,CANDIDATE
K03464.01,FALSE_POSITIVE
K03465.01,CONFIRMED
K07771.01,FALSE_POSITIVE
K03466.01,FALSE_POSITIVE
K03541.01,FALSE_POSITIVE
K01823.02,FALSE_POSITIVE
K03542.01,FALSE_POSITIVE
K03543.01,FALSE_POSITIVE
K07727.01,FALSE_POSITIVE
K03544.01,FALSE_POSITIVE
K03545.01,FALSE_POSITIVE
K03613.01,FALSE_POSITIVE
K03614.01,FALSE_POSITIVE
K03615.01,FALSE_POSITIVE
K07738.01,FALSE_POSITIVE
K03616.01,FALSE_POSITIVE
K03617.01,FALSE_POSITIVE
K03397.01,CANDIDATE
K03398.01,CONFIRMED
K03398.02,CONFIRMED
K07754.01,FALSE_POSITIVE
K03398.03,CANDIDATE
K03399.01,FALSE_POSITIVE
K03467.01,FALSE_POSITIVE
K03468.01,CONFIRMED
K03469.01,CANDIDATE
K07772.01,FALSE_POSITIVE
K01781.03,CONFIRMED
K03470.01,CANDIDATE
K03546.01,FALSE_POSITIVE
K03547.01,FALSE_POSITIVE
K03548.01,FALSE_POSITIVE
K07728.01,FALSE_POSITIVE
K03549.01,FALSE_POSITIVE
K03550.01,FALSE_POSITIVE
K03551.01,FALSE_POSITIVE
K03622.01,FALSE_POSITIVE
K03623.01,FALSE_POSITIVE
K07739.01,FALSE_POSITIVE
K03624.01,FALSE_POSITIVE
K03625.01,FALSE_POSITIVE
K03626.01,FALSE_POSITIVE
K03400.01,FALSE_POSITIVE
K03401.01,CANDIDATE
K07756.01,FALSE_POSITIVE
K01681.02,CONFIRMED
K03402.01,FALSE_POSITIVE
K03403.01,CONFIRMED
K03470.02,CONFIRMED
K03471.01,FALSE_POSITIVE
K07773.01,CANDIDATE
K03472.01,CANDIDATE
K03473.01,CANDIDATE
K03474.01,CONFIRMED
K01830.02,CONFIRMED
K03552.01,FALSE_POSITIVE
K07729.01,CANDIDATE
K03553.01,FALSE_POSITIVE
K03554.01,FALSE_POSITIVE
K03555.01,FALSE_POSITIVE
K03556.01,FALSE_POSITIVE
K03334.01,FALSE_POSITIVE
K03335.01,CONFIRMED
K03336.01,FALSE_POSITIVE
K00284.04,CONFIRMED
K01525.02,CONFIRMED
K03403.02,CONFIRMED
K07757.01,FALSE_POSITIVE
K03404.01,CONFIRMED
K03407.01,CONFIRMED
K03408.01,CANDIDATE
K03409.01,FALSE_POSITIVE
K03475.01,FALSE_POSITIVE
K03476.01,FALSE_POSITIVE
K03477.01,FALSE_POSITIVE
K03479.01,FALSE_POSITIVE
K01788.02,CANDIDATE
K03557.01,FALSE_POSITIVE
K07730.01,FALSE_POSITIVE
K03558.01,FALSE_POSITIVE
K03559.01,FALSE_POSITIVE
K03560.01,FALSE_POSITIVE
K03561.01,FALSE_POSITIVE
K01833.02,CONFIRMED
K07740.01,FALSE_POSITIVE
K03337.01,CANDIDATE
K03338.01,FALSE_POSITIVE
K03338.02,FALSE_POSITIVE
K03339.01,CANDIDATE
K03340.01,CANDIDATE
K03340.02,CANDIDATE
K03410.01,CONFIRMED
K03411.01,CANDIDATE
K03412.01,CONFIRMED
K01681.03,CANDIDATE
K03413.01,FALSE_POSITIVE
K07774.01,CANDIDATE
K03480.01,CANDIDATE
K03481.01,CANDIDATE
K03482.01,CONFIRMED
K03483.01,CANDIDATE
K03484.01,CONFIRMED
K07731.01,FALSE_POSITIVE
K03562.01,FALSE_POSITIVE
K03563.01,FALSE_POSITIVE
K03564.01,FALSE_POSITIVE
K03565.01,FALSE_POSITIVE
K03566.01,FALSE_POSITIVE
K07741.01,FALSE_POSITIVE
K03567.01,FALSE_POSITIVE
K03341.01,CANDIDATE
K03341.02,CANDIDATE
K03342.01,FALSE_POSITIVE
K03343.01,CANDIDATE
K01545.02,FALSE_POSITIVE
K03344.01,CONFIRMED
K03414.01,FALSE_POSITIVE
K03415.01,CONFIRMED
K03416.01,CANDIDATE
K03417.01,CONFIRMED
K03418.01,CONFIRMED
K03485.01,FALSE_POSITIVE
K03486.01,CANDIDATE
K03487.01,FALSE_POSITIVE
K03489.01,FALSE_POSITIVE
K07732.01,FALSE_POSITIVE
K03490.01,FALSE_POSITIVE
K03568.01,FALSE_POSITIVE
K03569.01,FALSE_POSITIVE
K03570.01,FALSE_POSITIVE
K03571.01,FALSE_POSITIVE
K07742.01,FALSE_POSITIVE
K01833.03,CONFIRMED
K03572.01,FALSE_POSITIVE
K03344.02,CONFIRMED
K03345.01,CONFIRMED
K03346.01,CONFIRMED
K07759.01,CANDIDATE
K03347.01,CONFIRMED
K03348.01,CONFIRMED
K03419.01,FALSE_POSITIVE
K03420.02,CANDIDATE
K03421.01,CANDIDATE
K07775.01,CANDIDATE
K03422.01,CANDIDATE
K01707.02,CONFIRMED
K01792.02,FALSE_POSITIVE
K03491.01,FALSE_POSITIVE
K03492.01,FALSE_POSITIVE
K07733.01,CANDIDATE
K03493.01,CONFIRMED
K03495.01,CANDIDATE
K03573.01,FALSE_POSITIVE
K03574.01,FALSE_POSITIVE
K03575.01,FALSE_POSITIVE
K07743.01,FALSE_POSITIVE
K03576.01,FALSE_POSITIVE
K03577.01,FALSE_POSITIVE
K03349.01,CONFIRMED
K03350.01,FALSE_POSITIVE
K03351.01,FALSE_POSITIVE
K07761.01,FALSE_POSITIVE
K03352.01,CONFIRMED
K01562.02,CANDIDATE
K03423.01,CONFIRMED
K03424.01,FALSE_POSITIVE
K03425.01,CONFIRMED
K07776.01,CANDIDATE
K03425.02,CONFIRMED
K03426.01,CANDIDATE
K03495.02,CANDIDATE
K03496.01,CONFIRMED
K03496.02,CANDIDATE
K07734.01,FALSE_POSITIVE
K03497.01,CONFIRMED
K03498.01,FALSE_POSITIVE
K03578.01,FALSE_POSITIVE
K03579.01,FALSE_POSITIVE
K03580.01,FALSE_POSITIVE
K03581.01,FALSE_POSITIVE
K07744.01,CANDIDATE
K01837.02,CONFIRMED
K03582.01,FALSE_POSITIVE
K03353.01,CONFIRMED
K03354.01,CANDIDATE
K03355.01,CANDIDATE
K07762.01,CANDIDATE
K03356.01,CONFIRMED
K03357.01,FALSE_POSITIVE
K03427.01,FALSE_POSITIVE
K03428.01,CONFIRMED
K03429.01,CANDIDATE
K07777.01,FALSE_POSITIVE
K03429.02,CONFIRMED
K03429.03,FALSE_POSITIVE
K00302.02,FALSE_POSITIVE
K03499.01,FALSE_POSITIVE
K01792.03,CONFIRMED
K03499.02,FALSE_POSITIVE
K03500.01,CONFIRMED
K03500.02,CANDIDATE
K03583.01,FALSE_POSITIVE
K03584.01,FALSE_POSITIVE
K03585.01,FALSE_POSITIVE
K07745.01,FALSE_POSITIVE
K03586.01,FALSE_POSITIVE
K03587.01,FALSE_POSITIVE
K03358.01,CANDIDATE
K03360.01,FALSE_POSITIVE
K03361.01,CONFIRMED
K07763.01,FALSE_POSITIVE
K03362.01,FALSE_POSITIVE
K03363.01,CONFIRMED
K01718.02,CONFIRMED
K03430.01,CANDIDATE
K03431.01,CANDIDATE
K07808.01,FALSE_POSITIVE
K03432.01,CONFIRMED
K03433.01,CANDIDATE
K03816.01,FALSE_POSITIVE
K03817.01,FALSE_POSITIVE
K03818.01,FALSE_POSITIVE
K07788.01,FALSE_POSITIVE
K03819.01,FALSE_POSITIVE
K03820.01,FALSE_POSITIVE
K03893.01,CONFIRMED
K02092.03,CONFIRMED
K03894.01,FALSE_POSITIVE
K03895.01,FALSE_POSITIVE
K03896.01,FALSE_POSITIVE
K03897.01,FALSE_POSITIVE
K03667.01,FALSE_POSITIVE
K01955.03,CONFIRMED
K03668.01,FALSE_POSITIVE
K03669.01,FALSE_POSITIVE
K03670.01,FALSE_POSITIVE
K02011.02,CONFIRMED
K03743.01,FALSE_POSITIVE
K03744.01,FALSE_POSITIVE
K03745.01,FALSE_POSITIVE
K03746.01,FALSE_POSITIVE
K03747.01,FALSE_POSITIVE
K03821.01,FALSE_POSITIVE
K03822.01,FALSE_POSITIVE
K03823.01,CANDIDATE
K03824.01,FALSE_POSITIVE
K00435.03,CONFIRMED
K03898.01,FALSE_POSITIVE
K03899.01,FALSE_POSITIVE
K03900.01,FALSE_POSITIVE
K03901.01,CONFIRMED
K03902.01,FALSE_POSITIVE
K03903.01,FALSE_POSITIVE
K03671.01,FALSE_POSITIVE
K03672.01,FALSE_POSITIVE
K03673.01,FALSE_POSITIVE
K03674.01,FALSE_POSITIVE
K03675.01,FALSE_POSITIVE
K03676.01,FALSE_POSITIVE
K03747.02,FALSE_POSITIVE
K03748.01,FALSE_POSITIVE
K03749.01,CANDIDATE
K03750.01,FALSE_POSITIVE
K03751.01,FALSE_POSITIVE
K02055.02,CONFIRMED
K03825.01,FALSE_POSITIVE
K03826.01,FALSE_POSITIVE
K03827.01,FALSE_POSITIVE
K03827.02,FALSE_POSITIVE
K03828.01,FALSE_POSITIVE
K02093.02,CANDIDATE
K03904.01,FALSE_POSITIVE
K03905.01,FALSE_POSITIVE
K03906.01,FALSE_POSITIVE
K03907.01,FALSE_POSITIVE
K07792.01,FALSE_POSITIVE
K03677.01,FALSE_POSITIVE
K01955.04,CONFIRMED
K03678.01,CONFIRMED
K03679.01,FALSE_POSITIVE
K03680.01,CONFIRMED
K03681.01,CONFIRMED
K02018.02,CANDIDATE
K03752.01,FALSE_POSITIVE
K03753.01,FALSE_POSITIVE
K03754.01,FALSE_POSITIVE
K03755.01,FALSE_POSITIVE
K03756.01,FALSE_POSITIVE
K03830.01,FALSE_POSITIVE
K03831.01,FALSE_POSITIVE
K03832.01,FALSE_POSITIVE
K03834.01,FALSE_POSITIVE
K03835.01,CONFIRMED
K02055.03,CONFIRMED
K03908.01,CONFIRMED
K03909.01,CANDIDATE
K03910.01,FALSE_POSITIVE
K03911.01,CONFIRMED
K03912.01,FALSE_POSITIVE
K07793.01,CANDIDATE
K03681.02,CONFIRMED
K03682.01,FALSE_POSITIVE
K03683.01,CONFIRMED
K03684.01,FALSE_POSITIVE
K03685.01,FALSE_POSITIVE
K03685.02,CONFIRMED
K03757.01,FALSE_POSITIVE
K03758.01,FALSE_POSITIVE
K03759.01,FALSE_POSITIVE
K03760.01,FALSE_POSITIVE
K03761.01,CANDIDATE
K07810.01,FALSE_POSITIVE
K03836.01,FALSE_POSITIVE
K03837.01,FALSE_POSITIVE
K03838.01,FALSE_POSITIVE
K03839.01,FALSE_POSITIVE
K03840.01,FALSE_POSITIVE
K07789.01,FALSE_POSITIVE
K03913.01,CANDIDATE
K02093.03,CANDIDATE
K03914.01,FALSE_POSITIVE
K03915.01,FALSE_POSITIVE
K03916.01,CONFIRMED
K07794.01,FALSE_POSITIVE
K01960.02,CONFIRMED
K03686.01,FALSE_POSITIVE
K03687.01,FALSE_POSITIVE
K03688.01,FALSE_POSITIVE
K03689.01,CANDIDATE
K07800.01,FALSE_POSITIVE
K02028.03,CONFIRMED
K03762.01,CONFIRMED
K03763.01,FALSE_POSITIVE
K03765.01,FALSE_POSITIVE
K03766.01,FALSE_POSITIVE
K03841.01,FALSE_POSITIVE
K07811.01,FALSE_POSITIVE
K03842.01,FALSE_POSITIVE
K03843.01,FALSE_POSITIVE
K03844.01,FALSE_POSITIVE
K03845.01,FALSE_POSITIVE
K02055.04,CANDIDATE
K03925.01,CONFIRMED
K03925.02,CONFIRMED
K03925.03,CONFIRMED
K03926.01,FALSE_POSITIVE
K03927.01,FALSE_POSITIVE
K03690.01,FALSE_POSITIVE
K07795.01,CANDIDATE
K03691.01,FALSE_POSITIVE
K03691.02,FALSE_POSITIVE
K03692.01,FALSE_POSITIVE
K03693.01,FALSE_POSITIVE
K03694.01,FALSE_POSITIVE
K03767.01,CANDIDATE
K07801.01,FALSE_POSITIVE
K03768.01,FALSE_POSITIVE
K03769.01,FALSE_POSITIVE
K03770.01,CANDIDATE
K03771.01,FALSE_POSITIVE
K03772.01,FALSE_POSITIVE
K03846.01,FALSE_POSITIVE
K03847.01,FALSE_POSITIVE
K03848.01,CONFIRMED
K03849.01,FALSE_POSITIVE
K03850.01,FALSE_POSITIVE
K03851.01,FALSE_POSITIVE
K03917.01,FALSE_POSITIVE
K03918.01,FALSE_POSITIVE
K03919.01,FALSE_POSITIVE
K03920.01,FALSE_POSITIVE
K03921.01,FALSE_POSITIVE
K01972.02,CONFIRMED
K03695.01,FALSE_POSITIVE
K03696.01,FALSE_POSITIVE
K03697.01,FALSE_POSITIVE
K03698.01,FALSE_POSITIVE
K02029.03,CONFIRMED
K03773.01,FALSE_POSITIVE
K07802.01,FALSE_POSITIVE
K03775.01,FALSE_POSITIVE
K03776.01,FALSE_POSITIVE
K03777.01,CANDIDATE
K03852.01,FALSE_POSITIVE
K03853.01,FALSE_POSITIVE
K07784.01,FALSE_POSITIVE
K03854.01,FALSE_POSITIVE
K03855.01,FALSE_POSITIVE
K02059.02,CANDIDATE
K03856.01,FALSE_POSITIVE
K03922.01,FALSE_POSITIVE
K03923.01,FALSE_POSITIVE
K00435.04,CONFIRMED
K02094.02,CONFIRMED
K03924.01,FALSE_POSITIVE
K03699.01,FALSE_POSITIVE
K03700.01,FALSE_POSITIVE
K03701.01,FALSE_POSITIVE
K03702.01,FALSE_POSITIVE
K03703.01,FALSE_POSITIVE
K03704.01,FALSE_POSITIVE
K03778.01,FALSE_POSITIVE
K03779.01,FALSE_POSITIVE
K07803.01,FALSE_POSITIVE
K03780.01,FALSE_POSITIVE
K03782.01,FALSE_POSITIVE
K03783.01,FALSE_POSITIVE
K03857.01,FALSE_POSITIVE
K03858.01,FALSE_POSITIVE
K03859.01,FALSE_POSITIVE
K03860.01,FALSE_POSITIVE
K03861.01,FALSE_POSITIVE
K03862.01,FALSE_POSITIVE
K03928.01,CONFIRMED
K03929.01,FALSE_POSITIVE
K07790.01,FALSE_POSITIVE
K03930.01,FALSE_POSITIVE
K03931.01,FALSE_POSITIVE
K02098.02,CONFIRMED
K01986.02,CONFIRMED
K03705.01,FALSE_POSITIVE
K07796.01,CANDIDATE
K03706.01,FALSE_POSITIVE
K03707.01,FALSE_POSITIVE
K03708.01,FALSE_POSITIVE
K03784.01,FALSE_POSITIVE
K02029.04,CANDIDATE
K07804.01,FALSE_POSITIVE
K03785.01,FALSE_POSITIVE
K03786.01,FALSE_POSITIVE
K03787.01,CANDIDATE
K03862.02,FALSE_POSITIVE
K03863.01,FALSE_POSITIVE
K07785.01,CANDIDATE
K03864.01,CONFIRMED
K02061.02,CONFIRMED
K03864.02,CANDIDATE
K01905.03,CONFIRMED
K03630.01,FALSE_POSITIVE
K03631.01,FALSE_POSITIVE
K03632.01,FALSE_POSITIVE
K03633.01,FALSE_POSITIVE
K03634.01,FALSE_POSITIVE
K03709.01,FALSE_POSITIVE
K03710.01,FALSE_POSITIVE
K07797.01,FALSE_POSITIVE
K03711.01,FALSE_POSITIVE
K03712.01,FALSE_POSITIVE
K03713.01,FALSE_POSITIVE
K03714.01,FALSE_POSITIVE
K03788.01,FALSE_POSITIVE
K03789.01,FALSE_POSITIVE
K07805.01,FALSE_POSITIVE
K03790.01,FALSE_POSITIVE
K03791.01,CONFIRMED
K03792.01,FALSE_POSITIVE
K03793.01,FALSE_POSITIVE
K03865.01,FALSE_POSITIVE
K03866.01,FALSE_POSITIVE
K03867.01,CONFIRMED
K03868.01,FALSE_POSITIVE
K03869.01,FALSE_POSITIVE
K03635.01,FALSE_POSITIVE
K03636.01,FALSE_POSITIVE
K03637.01,FALSE_POSITIVE
K03638.01,FALSE_POSITIVE
K03639.01,FALSE_POSITIVE
K01915.02,CONFIRMED
K01992.02,CONFIRMED
K03715.01,FALSE_POSITIVE
K03716.01,FALSE_POSITIVE
K03717.01,FALSE_POSITIVE
K03718.01,FALSE_POSITIVE
K03719.01,FALSE_POSITIVE
K03794.01,CONFIRMED
K02034.02,CONFIRMED
K07806.01,FALSE_POSITIVE
K03795.01,FALSE_POSITIVE
K03796.01,FALSE_POSITIVE
K03797.01,FALSE_POSITIVE
K03870.01,FALSE_POSITIVE
K03871.01,FALSE_POSITIVE
K03872.01,FALSE_POSITIVE
K03873.01,FALSE_POSITIVE
K02076.02,CONFIRMED
K03640.01,FALSE_POSITIVE
K03641.01,FALSE_POSITIVE
K03641.02,FALSE_POSITIVE
K03642.01,FALSE_POSITIVE
K03643.01,FALSE_POSITIVE
K03644.01,FALSE_POSITIVE
K03644.02,FALSE_POSITIVE
K03720.01,FALSE_POSITIVE
K03721.01,FALSE_POSITIVE
K03722.01,CANDIDATE
K03723.01,FALSE_POSITIVE
K03724.01,FALSE_POSITIVE
K03798.01,FALSE_POSITIVE
K03799.01,FALSE_POSITIVE
K07807.01,FALSE_POSITIVE
K03800.01,FALSE_POSITIVE
K03801.01,CANDIDATE
K03802.01,FALSE_POSITIVE
K03874.01,FALSE_POSITIVE
K03875.01,FALSE_POSITIVE
K07786.01,FALSE_POSITIVE
K03876.01,CONFIRMED
K03877.01,FALSE_POSITIVE
K03878.01,CONFIRMED
K03645.01,FALSE_POSITIVE
K03646.01,FALSE_POSITIVE
K03647.01,FALSE_POSITIVE
K07791.01,CANDIDATE
K01922.03,CONFIRMED
K03648.01,FALSE_POSITIVE
K03649.01,FALSE_POSITIVE
K00416.03,CANDIDATE
K02004.02,CONFIRMED
K07798.01,CANDIDATE
K03725.01,FALSE_POSITIVE
K03726.01,FALSE_POSITIVE
K03727.01,FALSE_POSITIVE
K03803.01,FALSE_POSITIVE
K03804.01,FALSE_POSITIVE
K02039.02,CONFIRMED
K03805.01,FALSE_POSITIVE
K03806.01,FALSE_POSITIVE
K03879.01,FALSE_POSITIVE
K03880.01,CANDIDATE
K03881.01,FALSE_POSITIVE
K03882.01,FALSE_POSITIVE
K03883.01,FALSE_POSITIVE
K03650.01,FALSE_POSITIVE
K03651.01,FALSE_POSITIVE
K03652.01,FALSE_POSITIVE
K03653.01,FALSE_POSITIVE
K03654.01,FALSE_POSITIVE
K03655.01,FALSE_POSITIVE
K03728.01,CONFIRMED
K03729.01,FALSE_POSITIVE
K03729.02,FALSE_POSITIVE
K03730.01,FALSE_POSITIVE
K03731.01,FALSE_POSITIVE
K07799.01,FALSE_POSITIVE
K03732.01,FALSE_POSITIVE
K03807.01,FALSE_POSITIVE
K03808.01,FALSE_POSITIVE
K03809.01,FALSE_POSITIVE
K03810.01,CANDIDATE
K03811.01,CANDIDATE
K02078.02,CONFIRMED
K03884.01,FALSE_POSITIVE
K03885.01,FALSE_POSITIVE
K03886.01,FALSE_POSITIVE
K07787.01,FALSE_POSITIVE
K03887.01,FALSE_POSITIVE
K03656.01,FALSE_POSITIVE
K03657.01,FALSE_POSITIVE
K01932.02,CONFIRMED
K03658.01,FALSE_POSITIVE
K03659.01,FALSE_POSITIVE
K03660.01,FALSE_POSITIVE
K03733.01,FALSE_POSITIVE
K02004.03,CANDIDATE
K03734.01,FALSE_POSITIVE
K03735.01,FALSE_POSITIVE
K03736.01,FALSE_POSITIVE
K03737.01,FALSE_POSITIVE
K03812.01,FALSE_POSITIVE
K03813.01,FALSE_POSITIVE
K03814.01,FALSE_POSITIVE
K02048.02,FALSE_POSITIVE
K03815.01,CANDIDATE
K03888.01,FALSE_POSITIVE
K03889.01,FALSE_POSITIVE
K03890.01,FALSE_POSITIVE
K03891.01,CANDIDATE
K03892.01,CONFIRMED
K03661.01,FALSE_POSITIVE
K03662.01,FALSE_POSITIVE
K03663.01,CONFIRMED
K03664.01,FALSE_POSITIVE
K03665.01,FALSE_POSITIVE
K03666.01,FALSE_POSITIVE
K03738.01,FALSE_POSITIVE
K03739.01,FALSE_POSITIVE
K03740.01,FALSE_POSITIVE
K03741.01,FALSE_POSITIVE
K03741.02,CANDIDATE
K03742.01,FALSE_POSITIVE
K01776.01,FALSE_POSITIVE
K01792.01,CONFIRMED
K02027.01,FALSE_POSITIVE
K07848.01,FALSE_POSITIVE
K01859.01,FALSE_POSITIVE
K01953.01,FALSE_POSITIVE
K02088.01,FALSE_POSITIVE
K02089.01,FALSE_POSITIVE
K02112.01,FALSE_POSITIVE
K02118.01,FALSE_POSITIVE
K02127.01,FALSE_POSITIVE
K01312.02,FALSE_POSITIVE
K01408.02,FALSE_POSITIVE
K03964.01,FALSE_POSITIVE
K03965.01,FALSE_POSITIVE
K03966.01,CONFIRMED
K03967.01,FALSE_POSITIVE
K03967.02,FALSE_POSITIVE
K03968.01,FALSE_POSITIVE
K01666.01,CANDIDATE
K01667.01,FALSE_POSITIVE
K01668.01,FALSE_POSITIVE
K01670.01,CANDIDATE
K01671.01,CONFIRMED
K01782.01,FALSE_POSITIVE
K01821.01,CONFIRMED
K01844.01,FALSE_POSITIVE
K07849.01,CANDIDATE
K01993.01,FALSE_POSITIVE
K01865.01,FALSE_POSITIVE
K02320.01,FALSE_POSITIVE
K02322.01,FALSE_POSITIVE
K02326.01,FALSE_POSITIVE
K02330.01,FALSE_POSITIVE
K02334.01,FALSE_POSITIVE
K02349.01,FALSE_POSITIVE
K02359.01,FALSE_POSITIVE
K02158.02,CANDIDATE
K03969.01,FALSE_POSITIVE
K03970.01,FALSE_POSITIVE
K03971.01,FALSE_POSITIVE
K03972.01,FALSE_POSITIVE
K01673.01,FALSE_POSITIVE
K01674.01,FALSE_POSITIVE
K01676.01,FALSE_POSITIVE
K01678.01,FALSE_POSITIVE
K07837.01,FALSE_POSITIVE
K01679.01,FALSE_POSITIVE
K01785.01,FALSE_POSITIVE
K01954.01,FALSE_POSITIVE
K01742.01,FALSE_POSITIVE
K01806.01,FALSE_POSITIVE
K07850.01,CANDIDATE
K01745.01,CANDIDATE
K01795.01,FALSE_POSITIVE
K02362.01,FALSE_POSITIVE
K02391.01,FALSE_POSITIVE
K02394.01,FALSE_POSITIVE
K02396.01,FALSE_POSITIVE
K02446.01,FALSE_POSITIVE
K00439.02,FALSE_POSITIVE
K02480.01,CANDIDATE
K03973.01,FALSE_POSITIVE
K03974.01,FALSE_POSITIVE
K03975.01,CONFIRMED
K03976.01,FALSE_POSITIVE
K03977.01,FALSE_POSITIVE
K01682.01,FALSE_POSITIVE
K01689.01,FALSE_POSITIVE
K01690.01,FALSE_POSITIVE
K07838.01,FALSE_POSITIVE
K01691.01,FALSE_POSITIVE
K01694.01,FALSE_POSITIVE
K01846.01,CONFIRMED
K01966.01,FALSE_POSITIVE
K01796.01,FALSE_POSITIVE
K07851.01,FALSE_POSITIVE
K01957.01,CANDIDATE
K01827.01,FALSE_POSITIVE
K01823.01,FALSE_POSITIVE
